,title,type,listed_in,director,country,rating,duration_value,duration_unit,release_year,date_added,added_year,added_month,added_day_of_month,added_week_day_number,added_week_day_name
13566,The Lovers and the Despot,Movie,International Movies,Robert Cannan,United Kingdom,TV-14,98,min,2016,2017-02-23,2017,2,23,3,thursday
13567,The Lovers and the Despot,Movie,International Movies,Ross Adam,United Kingdom,TV-14,98,min,2016,2017-02-23,2017,2,23,3,thursday
13568,The lynx,Movie,Dramas,Stanisław Różewicz,Poland,TV-14,82,min,1982,2019-10-01,2019,10,1,1,tuesday
13569,The lynx,Movie,International Movies,Stanisław Różewicz,Poland,TV-14,82,min,1982,2019-10-01,2019,10,1,1,tuesday
13570,The Mad Monk,Movie,Comedies,Johnny To,Hong Kong,TV-14,85,min,1993,2018-08-16,2018,8,16,3,thursday
13571,The Mad Monk,Movie,International Movies,Johnny To,Hong Kong,TV-14,85,min,1993,2018-08-16,2018,8,16,3,thursday
13572,The Mad Monk,Movie,Sci-Fi & Fantasy,Johnny To,Hong Kong,TV-14,85,min,1993,2018-08-16,2018,8,16,3,thursday
13573,The Magic Pill,Movie,Documentaries,Robert Tate,United States,TV-PG,90,min,2017,2018-04-24,2018,4,24,1,tuesday
13574,The Man Who Would Be Polka King,Movie,Documentaries,John Mikulak,United States,TV-14,68,min,2009,2018-01-12,2018,1,12,4,friday
13575,The Man Who Would Be Polka King,Movie,Documentaries,Joshua Brown,United States,TV-14,68,min,2009,2018-01-12,2018,1,12,4,friday
13576,The Man Who Would Be Polka King,Movie,Music & Musicals,John Mikulak,United States,TV-14,68,min,2009,2018-01-12,2018,1,12,4,friday
13577,The Man Who Would Be Polka King,Movie,Music & Musicals,Joshua Brown,United States,TV-14,68,min,2009,2018-01-12,2018,1,12,4,friday
13578,The Mask of Zorro,Movie,Action & Adventure,Martin Campbell,United States,PG-13,138,min,1998,2020-01-01,2020,1,1,2,wednesday
13579,The Mask of Zorro,Movie,Romantic Movies,Martin Campbell,United States,PG-13,138,min,1998,2020-01-01,2020,1,1,2,wednesday
13580,The Matrix,Movie,Action & Adventure,Lilly Wachowski,United States,R,136,min,1999,2019-11-01,2019,11,1,4,friday
13581,The Matrix,Movie,Action & Adventure,Lana Wachowski,United States,R,136,min,1999,2019-11-01,2019,11,1,4,friday
13582,The Matrix,Movie,Sci-Fi & Fantasy,Lilly Wachowski,United States,R,136,min,1999,2019-11-01,2019,11,1,4,friday
13583,The Matrix,Movie,Sci-Fi & Fantasy,Lana Wachowski,United States,R,136,min,1999,2019-11-01,2019,11,1,4,friday
13584,The Matrix Reloaded,Movie,Action & Adventure,Lilly Wachowski,United States,R,138,min,2003,2019-11-01,2019,11,1,4,friday
13585,The Matrix Reloaded,Movie,Action & Adventure,Lana Wachowski,United States,R,138,min,2003,2019-11-01,2019,11,1,4,friday
13586,The Matrix Reloaded,Movie,Sci-Fi & Fantasy,Lilly Wachowski,United States,R,138,min,2003,2019-11-01,2019,11,1,4,friday
13587,The Matrix Reloaded,Movie,Sci-Fi & Fantasy,Lana Wachowski,United States,R,138,min,2003,2019-11-01,2019,11,1,4,friday
13588,The Matrix Revolutions,Movie,Action & Adventure,Lilly Wachowski,United States,R,129,min,2003,2019-11-01,2019,11,1,4,friday
13589,The Matrix Revolutions,Movie,Action & Adventure,Lana Wachowski,United States,R,129,min,2003,2019-11-01,2019,11,1,4,friday
13590,The Matrix Revolutions,Movie,Sci-Fi & Fantasy,Lilly Wachowski,United States,R,129,min,2003,2019-11-01,2019,11,1,4,friday
13591,The Matrix Revolutions,Movie,Sci-Fi & Fantasy,Lana Wachowski,United States,R,129,min,2003,2019-11-01,2019,11,1,4,friday
13592,The Mayo Clinic,Movie,Documentaries,Ken Burns,United States,TV-14,116,min,2018,2019-04-19,2019,4,19,4,friday
13593,The Mayo Clinic,Movie,Documentaries,Christopher Loren Ewers,United States,TV-14,116,min,2018,2019-04-19,2019,4,19,4,friday
13594,The Mayo Clinic,Movie,Documentaries,Erik Ewers,United States,TV-14,116,min,2018,2019-04-19,2019,4,19,4,friday
13595,The Mayor,Movie,Dramas,Park In-je,South Korea,TV-MA,130,min,2017,2017-09-30,2017,9,30,5,saturday
13596,The Mayor,Movie,International Movies,Park In-je,South Korea,TV-MA,130,min,2017,2017-09-30,2017,9,30,5,saturday
13597,"The Memphis Belle: A Story of a
Flying Fortress",Movie,Classic Movies,William Wyler,United States,TV-PG,40,min,1944,2017-03-31,2017,3,31,4,friday
13598,"The Memphis Belle: A Story of a
Flying Fortress",Movie,Documentaries,William Wyler,United States,TV-PG,40,min,1944,2017-03-31,2017,3,31,4,friday
13599,The Men Who Stare at Goats,Movie,Comedies,Grant Heslov,United States,R,94,min,2009,2019-06-04,2019,6,4,1,tuesday
13600,The Model,Movie,Dramas,Mads Matthiesen,Denmark,TV-MA,104,min,2016,2016-12-06,2016,12,6,1,tuesday
13601,The Model,Movie,Independent Movies,Mads Matthiesen,Denmark,TV-MA,104,min,2016,2016-12-06,2016,12,6,1,tuesday
13602,The Model,Movie,International Movies,Mads Matthiesen,Denmark,TV-MA,104,min,2016,2016-12-06,2016,12,6,1,tuesday
13603,The Monster,Movie,Horror Movies,Bryan Bertino,United States,R,91,min,2016,2019-01-09,2019,1,9,2,wednesday
13604,The Monster,Movie,Independent Movies,Bryan Bertino,United States,R,91,min,2016,2019-01-09,2019,1,9,2,wednesday
13605,Waterschool,Movie,Documentaries,Tiffanie Hsu,United States,TV-G,68,min,2018,2018-07-25,2018,7,25,2,wednesday
13606,The Monster of Mangatiti,Movie,Dramas,John Banas,New Zealand,TV-MA,70,min,2015,2015-12-15,2015,12,15,1,tuesday
13607,The Naked Gun 2 1/2: The Smell of Fear,Movie,Comedies,David Zucker,United States,PG-13,85,min,1991,2020-01-01,2020,1,1,2,wednesday
13608,The Muppets,Movie,Children & Family Movies,James Bobin,United States,PG,104,min,2011,2020-09-01,2020,9,1,1,tuesday
13609,The Muppets,Movie,Comedies,James Bobin,United States,PG,104,min,2011,2020-09-01,2020,9,1,1,tuesday
13610,The Music of Silence,Movie,Dramas,Michael Radford,Italy,TV-PG,115,min,2017,2018-07-01,2018,7,1,6,sunday
13611,The Music of Silence,Movie,International Movies,Michael Radford,Italy,TV-PG,115,min,2017,2018-07-01,2018,7,1,6,sunday
13612,The Music of Silence,Movie,Music & Musicals,Michael Radford,Italy,TV-PG,115,min,2017,2018-07-01,2018,7,1,6,sunday
13613,The Naked Gun: From the Files of Police Squad!,Movie,Comedies,David Zucker,United States,PG-13,85,min,1988,2021-01-01,2021,1,1,4,friday
13614,The Naked Gun: From the Files of Police Squad!,Movie,Cult Movies,David Zucker,United States,PG-13,85,min,1988,2021-01-01,2021,1,1,4,friday
13615,The Natural,Movie,Classic Movies,Barry Levinson,United States,PG,138,min,1984,2020-01-01,2020,1,1,2,wednesday
13616,The Natural,Movie,Dramas,Barry Levinson,United States,PG,138,min,1984,2020-01-01,2020,1,1,2,wednesday
13617,The Natural,Movie,Sports Movies,Barry Levinson,United States,PG,138,min,1984,2020-01-01,2020,1,1,2,wednesday
13618,The Negro Soldier,Movie,Classic Movies,Stuart Heisler,United States,TV-14,40,min,1944,2017-03-31,2017,3,31,4,friday
13619,The Negro Soldier,Movie,Documentaries,Stuart Heisler,United States,TV-14,40,min,1944,2017-03-31,2017,3,31,4,friday
13620,The New Romantic,Movie,Comedies,Carly Stone,Canada,TV-MA,82,min,2018,2019-04-15,2019,4,15,0,monday
13621,The New Romantic,Movie,Independent Movies,Carly Stone,Canada,TV-MA,82,min,2018,2019-04-15,2019,4,15,0,monday
13622,The New Romantic,Movie,Romantic Movies,Carly Stone,Canada,TV-MA,82,min,2018,2019-04-15,2019,4,15,0,monday
13623,The NSU-Complex,Movie,Documentaries,Stefan Aust,Germany,TV-14,90,min,2016,2016-12-28,2016,12,28,2,wednesday
13624,The NSU-Complex,Movie,Documentaries,Dirk Laabs,Germany,TV-14,90,min,2016,2016-12-28,2016,12,28,2,wednesday
13625,The NSU-Complex,Movie,International Movies,Stefan Aust,Germany,TV-14,90,min,2016,2016-12-28,2016,12,28,2,wednesday
13626,The NSU-Complex,Movie,International Movies,Dirk Laabs,Germany,TV-14,90,min,2016,2016-12-28,2016,12,28,2,wednesday
13627,The Nutcracker and the Four Realms,Movie,Children & Family Movies,Lasse Hallström,United States,PG,99,min,2018,2019-05-28,2019,5,28,1,tuesday
13628,The Nutcracker and the Four Realms,Movie,Children & Family Movies,Joe Johnston,United States,PG,99,min,2018,2019-05-28,2019,5,28,1,tuesday
13629,The One I Love,Movie,Comedies,Charlie McDowell,United States,R,91,min,2014,2019-05-30,2019,5,30,3,thursday
13630,The One I Love,Movie,Dramas,Charlie McDowell,United States,R,91,min,2014,2019-05-30,2019,5,30,3,thursday
13631,The One I Love,Movie,Independent Movies,Charlie McDowell,United States,R,91,min,2014,2019-05-30,2019,5,30,3,thursday
13632,The Only Mother To You All,Movie,Comedies,Wenn V. Deramas,Philippines,TV-PG,106,min,2008,2019-02-27,2019,2,27,2,wednesday
13633,The Only Mother To You All,Movie,International Movies,Wenn V. Deramas,Philippines,TV-PG,106,min,2008,2019-02-27,2019,2,27,2,wednesday
13634,The Other Guys,Movie,Action & Adventure,Adam McKay,United States,PG-13,108,min,2010,2020-02-01,2020,2,1,5,saturday
13635,The Other Guys,Movie,Comedies,Adam McKay,United States,PG-13,108,min,2010,2020-02-01,2020,2,1,5,saturday
13636,The Parole Officer,Movie,Action & Adventure,John Duigan,United Kingdom,R,94,min,2001,2018-08-01,2018,8,1,2,wednesday
13637,The Parole Officer,Movie,Comedies,John Duigan,United Kingdom,R,94,min,2001,2018-08-01,2018,8,1,2,wednesday
13638,The Pass,Movie,Dramas,Ben A. Williams,United Kingdom,NR,87,min,2016,2019-01-01,2019,1,1,1,tuesday
13639,The Pass,Movie,Independent Movies,Ben A. Williams,United Kingdom,NR,87,min,2016,2019-01-01,2019,1,1,1,tuesday
13640,The Pass,Movie,LGBTQ Movies,Ben A. Williams,United Kingdom,NR,87,min,2016,2019-01-01,2019,1,1,1,tuesday
13641,The Peacemaker,Movie,Action & Adventure,Mimi Leder,United States,R,124,min,1997,2020-01-01,2020,1,1,2,wednesday
13642,The Pelican Brief,Movie,Dramas,Alan J. Pakula,United States,PG-13,141,min,1993,2019-11-01,2019,11,1,4,friday
13643,The Pelican Brief,Movie,Thrillers,Alan J. Pakula,United States,PG-13,141,min,1993,2019-11-01,2019,11,1,4,friday
13644,The Perks of Being a Wallflower,Movie,Comedies,Stephen Chbosky,United States,PG-13,103,min,2012,2020-04-01,2020,4,1,2,wednesday
13645,The Perks of Being a Wallflower,Movie,Dramas,Stephen Chbosky,United States,PG-13,103,min,2012,2020-04-01,2020,4,1,2,wednesday
13646,The Phantom of the Opera,Movie,Dramas,Joel Schumacher,United Kingdom,PG-13,141,min,2004,2019-06-01,2019,6,1,5,saturday
13647,The Phantom of the Opera,Movie,Music & Musicals,Joel Schumacher,United Kingdom,PG-13,141,min,2004,2019-06-01,2019,6,1,5,saturday
13648,The Phantom of the Opera,Movie,Romantic Movies,Joel Schumacher,United Kingdom,PG-13,141,min,2004,2019-06-01,2019,6,1,5,saturday
13649,The Physician,Movie,Action & Adventure,Philipp Stölzl,Germany,R,155,min,2013,2015-07-15,2015,7,15,2,wednesday
13650,The Physician,Movie,Dramas,Philipp Stölzl,Germany,R,155,min,2013,2015-07-15,2015,7,15,2,wednesday
13651,The Physician,Movie,International Movies,Philipp Stölzl,Germany,R,155,min,2013,2015-07-15,2015,7,15,2,wednesday
13652,The Pink Panther,Movie,Children & Family Movies,Shawn Levy,United States,PG,93,min,2006,2019-07-01,2019,7,1,0,monday
13653,The Pink Panther,Movie,Comedies,Shawn Levy,United States,PG,93,min,2006,2019-07-01,2019,7,1,0,monday
13654,The Pirate Fairy,Movie,Children & Family Movies,Peggy Holmes,United States,G,78,min,2014,2014-06-15,2014,6,15,6,sunday
13655,The Pirates of Somalia,Movie,Dramas,Bryan Buckley,Somalia,R,118,min,2017,2018-03-01,2018,3,1,3,thursday
13656,The Pirates! Band of Misfits,Movie,Children & Family Movies,Peter Lord,United Kingdom,PG,88,min,2012,2020-10-01,2020,10,1,3,thursday
13657,The Pirates! Band of Misfits,Movie,Children & Family Movies,Jeff Newitt,United Kingdom,PG,88,min,2012,2020-10-01,2020,10,1,3,thursday
13658,The Pirates! Band of Misfits,Movie,Comedies,Peter Lord,United Kingdom,PG,88,min,2012,2020-10-01,2020,10,1,3,thursday
13659,The Pirates! Band of Misfits,Movie,Comedies,Jeff Newitt,United Kingdom,PG,88,min,2012,2020-10-01,2020,10,1,3,thursday
13660,The Place Beyond the Pines,Movie,Dramas,Derek Cianfrance,United States,R,140,min,2012,2017-05-16,2017,5,16,1,tuesday
13661,The Place Beyond the Pines,Movie,Independent Movies,Derek Cianfrance,United States,R,140,min,2012,2017-05-16,2017,5,16,1,tuesday
13662,The Plan,Movie,Dramas,Keerthi,India,TV-MA,124,min,2015,2018-03-01,2018,3,1,3,thursday
13663,The Plan,Movie,International Movies,Keerthi,India,TV-MA,124,min,2015,2018-03-01,2018,3,1,3,thursday
13664,The Plan,Movie,Thrillers,Keerthi,India,TV-MA,124,min,2015,2018-03-01,2018,3,1,3,thursday
13665,The Player,Movie,Comedies,Ahmad El-Badri,Egypt,TV-MA,110,min,2012,2019-06-20,2019,6,20,3,thursday
13666,The Player,Movie,International Movies,Ahmad El-Badri,Egypt,TV-MA,110,min,2012,2019-06-20,2019,6,20,3,thursday
13667,The Polar Express,Movie,Children & Family Movies,Robert Zemeckis,United States,G,100,min,2004,2021-01-01,2021,1,1,4,friday
13668,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,Movie,Documentaries,Randall Lobb,Canada,TV-14,96,min,2017,2018-08-24,2018,8,24,4,friday
13669,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,Movie,Documentaries,Robert McCallum,Canada,TV-14,96,min,2017,2018-08-24,2018,8,24,4,friday
13670,The President's Barber,Movie,Comedies,Chan-sang Lim,South Korea,TV-MA,116,min,2004,2017-10-01,2017,10,1,6,sunday
13671,The President's Barber,Movie,Dramas,Chan-sang Lim,South Korea,TV-MA,116,min,2004,2017-10-01,2017,10,1,6,sunday
13672,The President's Barber,Movie,International Movies,Chan-sang Lim,South Korea,TV-MA,116,min,2004,2017-10-01,2017,10,1,6,sunday
13673,The Prince,Movie,Action & Adventure,Brian A. Miller,United States,R,91,min,2014,2019-02-22,2019,2,22,4,friday
13674,The Prince & Me,Movie,Comedies,Martha Coolidge,United States,PG,111,min,2004,2020-10-01,2020,10,1,3,thursday
13675,The Prince & Me,Movie,Romantic Movies,Martha Coolidge,United States,PG,111,min,2004,2020-10-01,2020,10,1,3,thursday
13676,The Princess and the Frog,Movie,Children & Family Movies,Ron Clements,United States,G,98,min,2009,2019-07-16,2019,7,16,1,tuesday
13677,The Princess and the Frog,Movie,Children & Family Movies,John Musker,United States,G,98,min,2009,2019-07-16,2019,7,16,1,tuesday
13678,The Prison,Movie,Action & Adventure,Na Hyeon,South Korea,TV-MA,125,min,2017,2017-11-18,2017,11,18,5,saturday
13679,The Prison,Movie,Dramas,Na Hyeon,South Korea,TV-MA,125,min,2017,2017-11-18,2017,11,18,5,saturday
13680,The Prison,Movie,International Movies,Na Hyeon,South Korea,TV-MA,125,min,2017,2017-11-18,2017,11,18,5,saturday
13681,The Pursuit,Movie,Documentaries,John Papola,United States,TV-14,76,min,2019,2019-08-07,2019,8,7,2,wednesday
13682,The Pursuit of Happyness,Movie,Dramas,Gabriele Muccino,United States,PG-13,117,min,2006,2019-10-01,2019,10,1,1,tuesday
13683,The Push,Movie,Documentaries,Grant Korgan,United States,TV-MA,90,min,2018,2019-06-07,2019,6,7,4,friday
13684,The Push,Movie,Documentaries,Brian Niles,United States,TV-MA,90,min,2018,2019-06-07,2019,6,7,4,friday
13685,The Push,Movie,Sports Movies,Grant Korgan,United States,TV-MA,90,min,2018,2019-06-07,2019,6,7,4,friday
13686,The Push,Movie,Sports Movies,Brian Niles,United States,TV-MA,90,min,2018,2019-06-07,2019,6,7,4,friday
13687,The Republic of Imbaba,Movie,Dramas,Ahmed Al-Badry,Egypt,TV-14,90,min,2015,2019-06-06,2019,6,6,3,thursday
13688,The Republic of Imbaba,Movie,International Movies,Ahmed Al-Badry,Egypt,TV-14,90,min,2015,2019-06-06,2019,6,6,3,thursday
13689,The Rainbow Troops,Movie,Children & Family Movies,Riri Riza,Indonesia,TV-PG,119,min,2008,2018-10-21,2018,10,21,6,sunday
13690,The Rainbow Troops,Movie,Dramas,Riri Riza,Indonesia,TV-PG,119,min,2008,2018-10-21,2018,10,21,6,sunday
13691,The Rainbow Troops,Movie,International Movies,Riri Riza,Indonesia,TV-PG,119,min,2008,2018-10-21,2018,10,21,6,sunday
13692,The Rainmaker,Movie,Dramas,Francis Ford Coppola,United States,PG-13,136,min,1997,2019-11-20,2019,11,20,2,wednesday
13693,The Rainmaker,Movie,Thrillers,Francis Ford Coppola,United States,PG-13,136,min,1997,2019-11-20,2019,11,20,2,wednesday
13694,The Rat Race,Movie,Documentaries,Miriam Chandy Menacherry,India,TV-PG,52,min,2010,2017-01-01,2017,1,1,6,sunday
13695,The Rat Race,Movie,International Movies,Miriam Chandy Menacherry,India,TV-PG,52,min,2010,2017-01-01,2017,1,1,6,sunday
13696,The Real Miyagi,Movie,Documentaries,Kevin Derek,United States,TV-PG,81,min,2015,2017-06-16,2017,6,16,4,friday
13697,The Real Miyagi,Movie,Sports Movies,Kevin Derek,United States,TV-PG,81,min,2015,2017-06-16,2017,6,16,4,friday
13698,The Rebound,Movie,Documentaries,Shaina Allen,United States,TV-MA,77,min,2016,2019-02-28,2019,2,28,3,thursday
13699,The Rebound,Movie,Sports Movies,Shaina Allen,United States,TV-MA,77,min,2016,2019-02-28,2019,2,28,3,thursday
13700,The Redeemed and the Dominant: Fittest on Earth,Movie,Documentaries,Heber Cannon,United States,TV-14,120,min,2017,2018-07-01,2018,7,1,6,sunday
13701,The Redeemed and the Dominant: Fittest on Earth,Movie,Documentaries,Mariah Moore,United States,TV-14,120,min,2017,2018-07-01,2018,7,1,6,sunday
13702,The Redeemed and the Dominant: Fittest on Earth,Movie,Documentaries,Marston Sawyers,United States,TV-14,120,min,2017,2018-07-01,2018,7,1,6,sunday
13703,The Redeemed and the Dominant: Fittest on Earth,Movie,Sports Movies,Heber Cannon,United States,TV-14,120,min,2017,2018-07-01,2018,7,1,6,sunday
13704,The Redeemed and the Dominant: Fittest on Earth,Movie,Sports Movies,Mariah Moore,United States,TV-14,120,min,2017,2018-07-01,2018,7,1,6,sunday
13705,The Redeemed and the Dominant: Fittest on Earth,Movie,Sports Movies,Marston Sawyers,United States,TV-14,120,min,2017,2018-07-01,2018,7,1,6,sunday
13706,The Rehearsal,Movie,Dramas,Alison MacLean,New Zealand,TV-MA,102,min,2016,2018-01-01,2018,1,1,0,monday
13707,The Rehearsal,Movie,Independent Movies,Alison MacLean,New Zealand,TV-MA,102,min,2016,2018-01-01,2018,1,1,0,monday
13708,The Rehearsal,Movie,International Movies,Alison MacLean,New Zealand,TV-MA,102,min,2016,2018-01-01,2018,1,1,0,monday
13709,The Rezort,Movie,Horror Movies,Steve Barker,United Kingdom,TV-MA,90,min,2016,2017-01-16,2017,1,16,0,monday
13710,The Rezort,Movie,International Movies,Steve Barker,United Kingdom,TV-MA,90,min,2016,2017-01-16,2017,1,16,0,monday
13711,The Rift: The Dark Side of the Moon,Movie,Horror Movies,Dejan Zečević,Serbia,TV-MA,92,min,2016,2018-02-26,2018,2,26,0,monday
13712,The Rift: The Dark Side of the Moon,Movie,Independent Movies,Dejan Zečević,Serbia,TV-MA,92,min,2016,2018-02-26,2018,2,26,0,monday
13713,The Rift: The Dark Side of the Moon,Movie,Sci-Fi & Fantasy,Dejan Zečević,Serbia,TV-MA,92,min,2016,2018-02-26,2018,2,26,0,monday
13714,The Right One,Movie,Dramas,Hadi El Bagoury,Egypt,TV-14,93,min,2011,2019-06-13,2019,6,13,3,thursday
13715,The Right One,Movie,International Movies,Hadi El Bagoury,Egypt,TV-14,93,min,2011,2019-06-13,2019,6,13,3,thursday
13716,The Right One,Movie,Romantic Movies,Hadi El Bagoury,Egypt,TV-14,93,min,2011,2019-06-13,2019,6,13,3,thursday
13717,The Ring,Movie,Horror Movies,Gore Verbinski,United States,PG-13,116,min,2002,2020-01-01,2020,1,1,2,wednesday
13718,The Ring,Movie,Thrillers,Gore Verbinski,United States,PG-13,116,min,2002,2020-01-01,2020,1,1,2,wednesday
13719,The Riot Club,Movie,Dramas,Lone Scherfig,United Kingdom,R,107,min,2014,2017-03-16,2017,3,16,3,thursday
13720,The Riot Club,Movie,International Movies,Lone Scherfig,United Kingdom,R,107,min,2014,2017-03-16,2017,3,16,3,thursday
13721,The River Thief,Movie,Dramas,N.D. Wilson,United States,NR,87,min,2016,2017-01-14,2017,1,14,5,saturday
13722,The River Thief,Movie,Independent Movies,N.D. Wilson,United States,NR,87,min,2016,2017-01-14,2017,1,14,5,saturday
13723,The River Wild,Movie,Action & Adventure,Curtis Hanson,United States,PG-13,111,min,1994,2018-09-01,2018,9,1,5,saturday
13724,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Movie,Documentaries,Paul Dugdale,United Kingdom,TV-MA,101,min,2016,2019-03-22,2019,3,22,4,friday
13725,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Movie,International Movies,Paul Dugdale,United Kingdom,TV-MA,101,min,2016,2019-03-22,2019,3,22,4,friday
13726,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Movie,Music & Musicals,Paul Dugdale,United Kingdom,TV-MA,101,min,2016,2019-03-22,2019,3,22,4,friday
13727,The Roommate,Movie,Thrillers,Christian E. Christiansen,United States,PG-13,91,min,2011,2020-04-01,2020,4,1,2,wednesday
13728,The Rover,Movie,International Movies,David Michôd,Australia,R,103,min,2014,2018-07-19,2018,7,19,3,thursday
13729,The Rover,Movie,Thrillers,David Michôd,Australia,R,103,min,2014,2018-07-19,2018,7,19,3,thursday
13730,THE RUM DIARY,Movie,Comedies,Bruce Robinson,United States,R,120,min,2011,2019-12-06,2019,12,6,4,friday
13731,THE RUM DIARY,Movie,Dramas,Bruce Robinson,United States,R,120,min,2011,2019-12-06,2019,12,6,4,friday
13732,The Runner,Movie,Dramas,Austin Stark,United States,R,90,min,2015,2017-09-08,2017,9,8,4,friday
13733,The Runner,Movie,Independent Movies,Austin Stark,United States,R,90,min,2015,2017-09-08,2017,9,8,4,friday
13734,The Salvation,Movie,Dramas,Kristian Levring,Denmark,R,92,min,2014,2017-03-02,2017,3,2,3,thursday
13735,The Salvation,Movie,Independent Movies,Kristian Levring,Denmark,R,92,min,2014,2017-03-02,2017,3,2,3,thursday
13736,The Salvation,Movie,International Movies,Kristian Levring,Denmark,R,92,min,2014,2017-03-02,2017,3,2,3,thursday
13737,The Sapphires,Movie,Comedies,Wayne Blair,Australia,PG-13,99,min,2012,2019-04-26,2019,4,26,4,friday
13738,The Sapphires,Movie,Dramas,Wayne Blair,Australia,PG-13,99,min,2012,2019-04-26,2019,4,26,4,friday
13739,The Sapphires,Movie,Independent Movies,Wayne Blair,Australia,PG-13,99,min,2012,2019-04-26,2019,4,26,4,friday
13740,The Score,Movie,Dramas,Frank Oz,Germany,R,124,min,2001,2019-11-28,2019,11,28,3,thursday
13741,The Score,Movie,Thrillers,Frank Oz,Germany,R,124,min,2001,2019-11-28,2019,11,28,3,thursday
13742,The Sea of Trees,Movie,Dramas,Gus Van Sant,United States,PG-13,111,min,2015,2018-11-08,2018,11,8,3,thursday
13743,The Search for Life in Space,Movie,Documentaries,Stephen Amezdroz,United States,TV-G,32,min,2016,2018-04-01,2018,4,1,6,sunday
13744,The Secret Life of Pets 2,Movie,Children & Family Movies,Chris Renaud,United States,PG,86,min,2019,2019-12-27,2019,12,27,4,friday
13745,The Secret Life of Pets 2,Movie,Comedies,Chris Renaud,United States,PG,86,min,2019,2019-12-27,2019,12,27,4,friday
13746,The Seven Five,Movie,Documentaries,Tiller Russell,United States,R,104,min,2014,2017-04-14,2017,4,14,4,friday
13747,The Shaukeens,Movie,Comedies,Abhishek Sharma,India,TV-MA,123,min,2014,2018-03-01,2018,3,1,3,thursday
13748,The Shaukeens,Movie,International Movies,Abhishek Sharma,India,TV-MA,123,min,2014,2018-03-01,2018,3,1,3,thursday
13749,The Shaukeens,Movie,Music & Musicals,Abhishek Sharma,India,TV-MA,123,min,2014,2018-03-01,2018,3,1,3,thursday
13750,The Show,Movie,Dramas,Giancarlo Esposito,United States,TV-MA,105,min,2017,2020-06-01,2020,6,1,0,monday
13751,The Sign of Venus,Movie,Classic Movies,Dino Risi,Italy,TV-14,97,min,1955,2020-11-13,2020,11,13,4,friday
13752,The Sign of Venus,Movie,Comedies,Dino Risi,Italy,TV-14,97,min,1955,2020-11-13,2020,11,13,4,friday
13753,The Sign of Venus,Movie,Independent Movies,Dino Risi,Italy,TV-14,97,min,1955,2020-11-13,2020,11,13,4,friday
13754,The Signal,Movie,Sci-Fi & Fantasy,William Eubank,United States,PG-13,97,min,2014,2018-07-13,2018,7,13,4,friday
13755,The Signal,Movie,Sci-Fi & Fantasy,Will Eubank,United States,PG-13,97,min,2014,2018-07-13,2018,7,13,4,friday
13756,The Signal,Movie,Thrillers,William Eubank,United States,PG-13,97,min,2014,2018-07-13,2018,7,13,4,friday
13757,The Signal,Movie,Thrillers,Will Eubank,United States,PG-13,97,min,2014,2018-07-13,2018,7,13,4,friday
13758,The Similars,Movie,Horror Movies,Isaac Ezban,Mexico,NR,90,min,2015,2017-01-15,2017,1,15,6,sunday
13759,The Similars,Movie,Independent Movies,Isaac Ezban,Mexico,NR,90,min,2015,2017-01-15,2017,1,15,6,sunday
13760,The Similars,Movie,International Movies,Isaac Ezban,Mexico,NR,90,min,2015,2017-01-15,2017,1,15,6,sunday
13761,The Sinking Of Van Der Wijck,Movie,Dramas,Sunil Soraya,Indonesia,TV-14,163,min,2013,2018-09-28,2018,9,28,4,friday
13762,The Sinking Of Van Der Wijck,Movie,International Movies,Sunil Soraya,Indonesia,TV-14,163,min,2013,2018-09-28,2018,9,28,4,friday
13763,The Sinking Of Van Der Wijck,Movie,Romantic Movies,Sunil Soraya,Indonesia,TV-14,163,min,2013,2018-09-28,2018,9,28,4,friday
13764,The Social Network,Movie,Dramas,David Fincher,United States,PG-13,121,min,2010,2020-04-01,2020,4,1,2,wednesday
13765,The Space Between Us,Movie,Action & Adventure,Peter Chelsom,United States,PG-13,120,min,2016,2019-06-01,2019,6,1,5,saturday
13766,The Space Between Us,Movie,Romantic Movies,Peter Chelsom,United States,PG-13,120,min,2016,2019-06-01,2019,6,1,5,saturday
13767,The Space Between Us,Movie,Sci-Fi & Fantasy,Peter Chelsom,United States,PG-13,120,min,2016,2019-06-01,2019,6,1,5,saturday
13768,The Spectacular Now,Movie,Dramas,James Ponsoldt,United States,R,95,min,2013,2018-07-15,2018,7,15,6,sunday
13769,The Spectacular Now,Movie,Independent Movies,James Ponsoldt,United States,R,95,min,2013,2018-07-15,2018,7,15,6,sunday
13770,The Spectacular Now,Movie,Romantic Movies,James Ponsoldt,United States,R,95,min,2013,2018-07-15,2018,7,15,6,sunday
13771,The spiral,Movie,Dramas,Krzysztof Zanussi,Poland,TV-MA,84,min,1978,2019-10-01,2019,10,1,1,tuesday
13772,The spiral,Movie,Independent Movies,Krzysztof Zanussi,Poland,TV-MA,84,min,1978,2019-10-01,2019,10,1,1,tuesday
13773,The spiral,Movie,International Movies,Krzysztof Zanussi,Poland,TV-MA,84,min,1978,2019-10-01,2019,10,1,1,tuesday
